time,price,volume
2020-07-07 09:30:00,906.18,92506
2020-07-07 09:31:00,907.59,283628
2020-07-07 09:32:00,907.11,170825
2020-07-07 09:33:00,908.14,158137
2020-07-07 09:34:00,907.47,146562
2020-07-07 09:35:00,906.79,159476
2020-07-07 09:36:00,906.39,162849
2020-07-07 09:37:00,907.46,154087
2020-07-07 09:38:00,907.94,147875
2020-07-07 09:39:00,908.08,125230
2020-07-07 09:40:00,907.53,125741
2020-07-07 09:41:00,906.57,119908
2020-07-07 09:42:00,904.31,136936
2020-07-07 09:43:00,901.88,152636
2020-07-07 09:44:00,897.83,150853
2020-07-07 09:45:00,895.85,173725
2020-07-07 09:46:00,894.79,128706
2020-07-07 09:47:00,895.85,114818
2020-07-07 09:48:00,897.89,84976
2020-07-07 09:49:00,899.91,89537
2020-07-07 09:50:00,899.74,87775
2020-07-07 09:51:00,899.91,75016
2020-07-07 09:52:00,899.91,67651
2020-07-07 09:53:00,899.71,61779
2020-07-07 09:54:00,899.8,59052
2020-07-07 09:55:00,900.03,69361
2020-07-07 09:56:00,900.25,71083
2020-07-07 09:57:00,900.3,80002
2020-07-07 09:58:00,900.89,67722
2020-07-07 09:59:00,901.63,54646
2020-07-07 10:00:00,901.94,59077
2020-07-07 10:01:00,902.19,73251
2020-07-07 10:02:00,903.42,69869
2020-07-07 10:03:00,904.7,66900
2020-07-07 10:04:00,905.67,61238
2020-07-07 10:05:00,906.83,79465
2020-07-07 10:06:00,906.91,62529
2020-07-07 10:07:00,906.92,52662
2020-07-07 10:08:00,906.7,55802
2020-07-07 10:09:00,907.23,45312
2020-07-07 10:10:00,906.81,42557
2020-07-07 10:11:00,907.77,56583
2020-07-07 10:12:00,907.98,42119
2020-07-07 10:13:00,907.88,48956
2020-07-07 10:14:00,906.81,44729
2020-07-07 10:15:00,906.95,45677
2020-07-07 10:16:00,906.7,40069
2020-07-07 10:17:00,906.72,38768
2020-07-07 10:18:00,906.78,35143
2020-07-07 10:19:00,906.74,34456
2020-07-07 10:20:00,907.02,41504
2020-07-07 10:21:00,907.71,52804
2020-07-07 10:22:00,908.21,61566
2020-07-07 10:23:00,908.6,59213
2020-07-07 10:24:00,907.71,59193
2020-07-07 10:25:00,907.33,49945
2020-07-07 10:26:00,907.27,40101
2020-07-07 10:27:00,907.57,40732
2020-07-07 10:28:00,907.29,52171
2020-07-07 10:29:00,907.26,52778
2020-07-07 10:30:00,906.61,50795
2020-07-07 10:31:00,904.72,58935
2020-07-07 10:32:00,903.56,61169
2020-07-07 10:33:00,903.44,51171
2020-07-07 10:34:00,903.17,47552
2020-07-07 10:35:00,902.84,36196
2020-07-07 10:36:00,903.2,37705
2020-07-07 10:37:00,903.58,31560
2020-07-07 10:38:00,904.11,26655
2020-07-07 10:39:00,904.35,28563
2020-07-07 10:40:00,904.59,32101
2020-07-07 10:41:00,905.43,34786
2020-07-07 10:42:00,905.17,24990
2020-07-07 10:43:00,904.46,20665
2020-07-07 10:44:00,904.13,24179
2020-07-07 10:45:00,904.64,22347
2020-07-07 10:46:00,904.45,20298
2020-07-07 10:47:00,903.86,27687
2020-07-07 10:48:00,904.17,19130
2020-07-07 10:49:00,903.82,26460
2020-07-07 10:50:00,903.66,33424
2020-07-07 10:51:00,903.67,23179
2020-07-07 10:52:00,903.46,22626
2020-07-07 10:53:00,903.39,28692
2020-07-07 10:54:00,903.87,28909
2020-07-07 10:55:00,904.03,27815
2020-07-07 10:56:00,904.33,26322
2020-07-07 10:57:00,904.36,17525
2020-07-07 10:58:00,904.34,23500
2020-07-07 10:59:00,904.82,24649
2020-07-07 11:00:00,905.83,40514
2020-07-07 11:01:00,906.52,35643
2020-07-07 11:02:00,907.05,36987
2020-07-07 11:03:00,907.67,45976
2020-07-07 11:04:00,907.73,25642
2020-07-07 11:05:00,907.4,26128
2020-07-07 11:06:00,907.74,23334
2020-07-07 11:07:00,907.78,21733
2020-07-07 11:08:00,908.13,24065
2020-07-07 11:09:00,908.27,23851
2020-07-07 11:10:00,908.38,21646
2020-07-07 11:11:00,908.62,35965
2020-07-07 11:12:00,908.79,28937
2020-07-07 11:13:00,909.15,26333
2020-07-07 11:14:00,909.61,20970
2020-07-07 11:15:00,909.17,28068
2020-07-07 11:16:00,909.39,30600
2020-07-07 11:17:00,910.14,38226
2020-07-07 11:18:00,910.22,30327
2020-07-07 11:19:00,909.79,34438
2020-07-07 11:20:00,909.24,27693
2020-07-07 11:21:00,909.41,20099
2020-07-07 11:22:00,909.43,16780
2020-07-07 11:23:00,908.99,27407
2020-07-07 11:24:00,909.61,19255
2020-07-07 11:25:00,909.56,18089
2020-07-07 11:26:00,909.6,15780
2020-07-07 11:27:00,909.73,20448
2020-07-07 11:28:00,910.11,32054
2020-07-07 11:29:00,910.54,32610
2020-07-07 11:30:00,911.4,34036
2020-07-07 13:01:00,913.31,94530
2020-07-07 13:02:00,913.51,38417
2020-07-07 13:03:00,913.94,31024
2020-07-07 13:04:00,913.81,28630
2020-07-07 13:05:00,914.16,37977
2020-07-07 13:06:00,915.05,44736
2020-07-07 13:07:00,916.29,55680
2020-07-07 13:08:00,916.44,46863
2020-07-07 13:09:00,917.32,54358
2020-07-07 13:10:00,917.83,55331
2020-07-07 13:11:00,917.85,55196
2020-07-07 13:12:00,918.52,50085
2020-07-07 13:13:00,920.55,159375
2020-07-07 13:14:00,920.86,69855
2020-07-07 13:15:00,920.99,35762
2020-07-07 13:16:00,920.76,55210
2020-07-07 13:17:00,920.96,45389
