time,price,volume
2020-07-07 09:30:00,1181.85,108975
2020-07-07 09:31:00,1180.3,280049
2020-07-07 09:32:00,1178.88,191765
2020-07-07 09:33:00,1177.22,172683
2020-07-07 09:34:00,1177.05,160488
2020-07-07 09:35:00,1176.28,166160
2020-07-07 09:36:00,1177.39,163768
2020-07-07 09:37:00,1180.22,153217
2020-07-07 09:38:00,1181.53,125289
2020-07-07 09:39:00,1181.76,122679
2020-07-07 09:40:00,1182.28,120718
2020-07-07 09:41:00,1182.0,140972
2020-07-07 09:42:00,1181.68,140425
2020-07-07 09:43:00,1181.52,146032
2020-07-07 09:44:00,1180.18,154953
2020-07-07 09:45:00,1177.46,161961
2020-07-07 09:46:00,1175.63,153042
2020-07-07 09:47:00,1175.97,128225
2020-07-07 09:48:00,1176.38,108410
2020-07-07 09:49:00,1176.87,94900
2020-07-07 09:50:00,1177.26,79801
2020-07-07 09:51:00,1177.4,84250
2020-07-07 09:52:00,1178.11,69310
2020-07-07 09:53:00,1179.08,86464
2020-07-07 09:54:00,1179.43,80419
2020-07-07 09:55:00,1179.55,77725
2020-07-07 09:56:00,1180.33,69681
2020-07-07 09:57:00,1180.71,75602
2020-07-07 09:58:00,1181.24,82673
2020-07-07 09:59:00,1182.36,99796
2020-07-07 10:00:00,1182.44,91594
2020-07-07 10:01:00,1182.59,96505
2020-07-07 10:02:00,1183.16,86973
2020-07-07 10:03:00,1184.91,91476
2020-07-07 10:04:00,1185.9,87737
2020-07-07 10:05:00,1185.98,103693
2020-07-07 10:06:00,1186.6,79857
2020-07-07 10:07:00,1187.05,77586
2020-07-07 10:08:00,1186.45,63836
2020-07-07 10:09:00,1186.81,83472
2020-07-07 10:10:00,1186.38,55126
2020-07-07 10:11:00,1186.52,67256
2020-07-07 10:12:00,1186.85,51489
2020-07-07 10:13:00,1186.63,62611
2020-07-07 10:14:00,1186.22,57428
2020-07-07 10:15:00,1186.1,59070
2020-07-07 10:16:00,1186.46,57713
2020-07-07 10:17:00,1187.19,70170
2020-07-07 10:18:00,1186.59,52169
2020-07-07 10:19:00,1186.01,50855
2020-07-07 10:20:00,1186.2,51232
2020-07-07 10:21:00,1186.56,52445
2020-07-07 10:22:00,1186.99,61730
2020-07-07 10:23:00,1187.86,80057
2020-07-07 10:24:00,1187.55,71055
2020-07-07 10:25:00,1187.13,50203
2020-07-07 10:26:00,1187.51,53720
2020-07-07 10:27:00,1187.51,49119
2020-07-07 10:28:00,1186.97,43281
2020-07-07 10:29:00,1186.83,63206
2020-07-07 10:30:00,1186.56,62583
2020-07-07 10:31:00,1185.12,61376
2020-07-07 10:32:00,1184.38,59118
2020-07-07 10:33:00,1184.11,62953
2020-07-07 10:34:00,1183.65,56447
2020-07-07 10:35:00,1183.26,56525
2020-07-07 10:36:00,1183.69,62914
2020-07-07 10:37:00,1184.24,62025
2020-07-07 10:38:00,1185.05,51919
2020-07-07 10:39:00,1185.4,43216
2020-07-07 10:40:00,1185.13,40906
2020-07-07 10:41:00,1185.15,33784
2020-07-07 10:42:00,1185.45,50548
2020-07-07 10:43:00,1185.67,47751
2020-07-07 10:44:00,1185.46,34671
2020-07-07 10:45:00,1185.31,31199
2020-07-07 10:46:00,1185.77,33608
2020-07-07 10:47:00,1185.76,37193
2020-07-07 10:48:00,1186.31,37389
2020-07-07 10:49:00,1185.62,39358
2020-07-07 10:50:00,1186.28,40526
2020-07-07 10:51:00,1186.4,41428
2020-07-07 10:52:00,1186.71,38601
2020-07-07 10:53:00,1187.01,38383
2020-07-07 10:54:00,1188.04,60638
2020-07-07 10:55:00,1188.17,53369
2020-07-07 10:56:00,1188.49,52790
2020-07-07 10:57:00,1188.82,48479
2020-07-07 10:58:00,1188.74,40198
2020-07-07 10:59:00,1188.92,39615
2020-07-07 11:00:00,1189.6,42472
2020-07-07 11:01:00,1189.6,48766
2020-07-07 11:02:00,1190.24,38468
2020-07-07 11:03:00,1190.46,42265
2020-07-07 11:04:00,1190.5,45532
2020-07-07 11:05:00,1190.38,44835
2020-07-07 11:06:00,1190.25,37796
2020-07-07 11:07:00,1190.39,30656
2020-07-07 11:08:00,1190.36,41716
2020-07-07 11:09:00,1190.3,31572
2020-07-07 11:10:00,1190.46,35146
2020-07-07 11:11:00,1190.14,50532
2020-07-07 11:12:00,1190.11,38180
2020-07-07 11:13:00,1190.44,40919
2020-07-07 11:14:00,1190.51,35877
2020-07-07 11:15:00,1190.55,32393
2020-07-07 11:16:00,1191.26,28025
2020-07-07 11:17:00,1191.52,28894
2020-07-07 11:18:00,1191.15,22966
2020-07-07 11:19:00,1190.93,24185
2020-07-07 11:20:00,1190.47,31747
2020-07-07 11:21:00,1190.6,24252
2020-07-07 11:22:00,1191.0,25381
2020-07-07 11:23:00,1190.63,27368
2020-07-07 11:24:00,1190.68,29415
2020-07-07 11:25:00,1190.62,27216
2020-07-07 11:26:00,1190.67,25479
2020-07-07 11:27:00,1190.98,28513
2020-07-07 11:28:00,1191.34,31396
2020-07-07 11:29:00,1191.69,22279
2020-07-07 11:30:00,1192.25,26944
2020-07-07 13:01:00,1194.45,128028
2020-07-07 13:02:00,1194.63,48787
2020-07-07 13:03:00,1194.53,46202
2020-07-07 13:04:00,1195.25,37335
2020-07-07 13:05:00,1195.35,50149
2020-07-07 13:06:00,1196.21,56701
2020-07-07 13:07:00,1195.88,44345
2020-07-07 13:08:00,1196.59,47693
2020-07-07 13:09:00,1197.11,41500
2020-07-07 13:10:00,1197.9,41214
2020-07-07 13:11:00,1198.15,43968
2020-07-07 13:12:00,1198.29,43489
2020-07-07 13:13:00,1198.8,49962
2020-07-07 13:14:00,1198.71,46558
2020-07-07 13:15:00,1199.05,49319
2020-07-07 13:16:00,1199.38,68426
2020-07-07 13:17:00,1199.22,52205
2020-07-07 13:18:00,1199.18,45754
2020-07-07 13:19:00,1198.6,45201
2020-07-07 13:20:00,1198.23,50252
2020-07-07 13:21:00,1198.88,43562
2020-07-07 13:22:00,1199.41,45420
2020-07-07 13:23:00,1199.31,45231
2020-07-07 13:24:00,1199.59,41768
2020-07-07 13:25:00,1199.68,68771
2020-07-07 13:26:00,1199.6,38952
2020-07-07 13:27:00,1199.65,50257
2020-07-07 13:28:00,1200.17,41623
2020-07-07 13:29:00,1199.99,39572
2020-07-07 13:30:00,1199.75,39694
2020-07-07 13:31:00,1198.89,40524
2020-07-07 13:32:00,1198.42,47101
2020-07-07 13:33:00,1197.08,60174
2020-07-07 13:34:00,1197.32,36639
2020-07-07 13:35:00,1197.84,37839
2020-07-07 13:36:00,1197.82,36444
2020-07-07 13:37:00,1198.35,35949
2020-07-07 13:38:00,1199.04,31784
2020-07-07 13:39:00,1199.43,33535
2020-07-07 13:40:00,1199.42,32394
2020-07-07 13:41:00,1200.27,34489
2020-07-07 13:42:00,1200.6,34224
2020-07-07 13:43:00,1200.87,41506
2020-07-07 13:44:00,1201.17,39124
2020-07-07 13:45:00,1201.03,37783
2020-07-07 13:46:00,1201.35,42717
2020-07-07 13:47:00,1201.47,38922
2020-07-07 13:48:00,1201.92,38677
2020-07-07 13:49:00,1202.84,40455
2020-07-07 13:50:00,1202.93,47835
2020-07-07 13:51:00,1203.56,47296
2020-07-07 13:52:00,1203.4,51160
2020-07-07 13:53:00,1203.38,42694
2020-07-07 13:54:00,1203.57,45256
