time,price,volume
2020-07-07 09:30:00,1180.65,252416
2020-07-07 09:31:00,1184.42,645587
2020-07-07 09:32:00,1184.52,348600
2020-07-07 09:33:00,1183.83,338631
2020-07-07 09:34:00,1183.29,268968
2020-07-07 09:35:00,1180.81,293967
2020-07-07 09:36:00,1179.24,269607
2020-07-07 09:37:00,1178.8,257754
2020-07-07 09:38:00,1178.78,206318
2020-07-07 09:39:00,1178.05,207720
2020-07-07 09:40:00,1178.22,192084
2020-07-07 09:41:00,1177.47,217959
2020-07-07 09:42:00,1174.59,308719
2020-07-07 09:43:00,1171.52,258752
2020-07-07 09:44:00,1168.03,256234
2020-07-07 09:45:00,1164.3,272058
2020-07-07 09:46:00,1162.6,241991
2020-07-07 09:47:00,1164.7,225826
2020-07-07 09:48:00,1168.14,157617
2020-07-07 09:49:00,1169.97,164494
2020-07-07 09:50:00,1171.08,148040
2020-07-07 09:51:00,1171.15,146781
2020-07-07 09:52:00,1170.56,122831
2020-07-07 09:53:00,1171.04,121200
2020-07-07 09:54:00,1171.17,119035
2020-07-07 09:55:00,1170.45,87881
2020-07-07 09:56:00,1170.56,100330
2020-07-07 09:57:00,1170.76,104834
2020-07-07 09:58:00,1171.72,97306
2020-07-07 09:59:00,1172.18,81872
2020-07-07 10:00:00,1172.43,87288
2020-07-07 10:01:00,1173.07,104247
2020-07-07 10:02:00,1173.89,93231
2020-07-07 10:03:00,1175.39,121051
2020-07-07 10:04:00,1176.62,113770
2020-07-07 10:05:00,1177.55,101429
2020-07-07 10:06:00,1178.4,101861
2020-07-07 10:07:00,1178.81,100893
2020-07-07 10:08:00,1179.3,98874
2020-07-07 10:09:00,1179.42,101420
2020-07-07 10:10:00,1180.3,105297
2020-07-07 10:11:00,1181.19,117695
2020-07-07 10:12:00,1181.44,101418
2020-07-07 10:13:00,1181.15,101079
2020-07-07 10:14:00,1180.35,97489
2020-07-07 10:15:00,1180.47,82602
2020-07-07 10:16:00,1180.32,67487
2020-07-07 10:17:00,1180.12,83606
2020-07-07 10:18:00,1179.53,75111
2020-07-07 10:19:00,1178.92,85848
2020-07-07 10:20:00,1179.15,89726
2020-07-07 10:21:00,1179.98,80595
2020-07-07 10:22:00,1180.39,70605
2020-07-07 10:23:00,1181.15,103269
2020-07-07 10:24:00,1180.5,94779
2020-07-07 10:25:00,1179.76,108990
2020-07-07 10:26:00,1179.67,79791
2020-07-07 10:27:00,1179.63,61508
2020-07-07 10:28:00,1179.29,60876
2020-07-07 10:29:00,1178.45,76933
2020-07-07 10:30:00,1178.01,88798
2020-07-07 10:31:00,1177.14,124707
2020-07-07 10:32:00,1176.48,126548
2020-07-07 10:33:00,1175.91,103736
2020-07-07 10:34:00,1175.08,86484
2020-07-07 10:35:00,1174.41,86486
2020-07-07 10:36:00,1174.41,76012
2020-07-07 10:37:00,1174.99,92940
2020-07-07 10:38:00,1175.86,65153
2020-07-07 10:39:00,1176.57,45637
2020-07-07 10:40:00,1177.01,46741
2020-07-07 10:41:00,1177.83,55380
2020-07-07 10:42:00,1177.73,48555
2020-07-07 10:43:00,1177.54,54751
2020-07-07 10:44:00,1177.71,52139
2020-07-07 10:45:00,1177.51,32990
2020-07-07 10:46:00,1177.5,54327
2020-07-07 10:47:00,1177.57,46716
2020-07-07 10:48:00,1177.81,46683
2020-07-07 10:49:00,1177.28,45868
2020-07-07 10:50:00,1177.17,56451
2020-07-07 10:51:00,1177.29,49182
2020-07-07 10:52:00,1177.22,54879
2020-07-07 10:53:00,1177.33,44238
2020-07-07 10:54:00,1178.16,47438
2020-07-07 10:55:00,1178.32,52978
2020-07-07 10:56:00,1178.26,46713
2020-07-07 10:57:00,1178.66,47414
2020-07-07 10:58:00,1178.84,49210
2020-07-07 10:59:00,1179.61,61693
2020-07-07 11:00:00,1179.99,66210
2020-07-07 11:01:00,1180.5,77075
2020-07-07 11:02:00,1181.61,71004
2020-07-07 11:03:00,1182.58,71408
2020-07-07 11:04:00,1182.16,70687
2020-07-07 11:05:00,1182.28,74091
2020-07-07 11:06:00,1182.33,43870
2020-07-07 11:07:00,1182.46,53796
2020-07-07 11:08:00,1182.38,48598
2020-07-07 11:09:00,1182.44,49263
2020-07-07 11:10:00,1182.65,51817
2020-07-07 11:11:00,1182.83,46634
2020-07-07 11:12:00,1183.46,56833
2020-07-07 11:13:00,1184.02,60792
2020-07-07 11:14:00,1184.33,41970
2020-07-07 11:15:00,1184.88,54728
2020-07-07 11:16:00,1185.19,47230
2020-07-07 11:17:00,1185.41,54700
2020-07-07 11:18:00,1185.38,46787
2020-07-07 11:19:00,1185.14,57468
2020-07-07 11:20:00,1184.53,53491
2020-07-07 11:21:00,1184.43,46062
2020-07-07 11:22:00,1184.64,35062
2020-07-07 11:23:00,1184.18,41444
2020-07-07 11:24:00,1183.95,46155
2020-07-07 11:25:00,1184.09,36225
2020-07-07 11:26:00,1184.38,41000
2020-07-07 11:27:00,1184.75,60456
2020-07-07 11:28:00,1185.04,48979
2020-07-07 11:29:00,1185.47,48221
2020-07-07 11:30:00,1185.64,50940
2020-07-07 13:01:00,1187.57,194646
2020-07-07 13:02:00,1188.45,66437
2020-07-07 13:03:00,1188.44,53616
2020-07-07 13:04:00,1188.71,49959
2020-07-07 13:05:00,1188.94,58755
2020-07-07 13:06:00,1189.16,73711
2020-07-07 13:07:00,1189.01,58968
2020-07-07 13:08:00,1189.69,54461
2020-07-07 13:09:00,1190.31,54613
2020-07-07 13:10:00,1190.49,72294
2020-07-07 13:11:00,1191.14,68319
2020-07-07 13:12:00,1191.26,56377
2020-07-07 13:13:00,1191.81,64298
2020-07-07 13:14:00,1192.29,71469
2020-07-07 13:15:00,1192.56,96649
2020-07-07 13:16:00,1192.41,84571
2020-07-07 13:17:00,1192.58,65617
2020-07-07 13:18:00,1191.42,81346
2020-07-07 13:19:00,1190.97,80859
2020-07-07 13:20:00,1191.0,73278
2020-07-07 13:21:00,1191.39,66953
2020-07-07 13:22:00,1191.76,50549
2020-07-07 13:23:00,1191.25,55719
2020-07-07 13:24:00,1191.38,68345
2020-07-07 13:25:00,1191.29,52227
2020-07-07 13:26:00,1191.43,43786
2020-07-07 13:27:00,1190.66,52780
2020-07-07 13:28:00,1190.76,54713
2020-07-07 13:29:00,1190.35,50879
2020-07-07 13:30:00,1190.44,56563
2020-07-07 13:31:00,1189.93,57050
2020-07-07 13:32:00,1189.38,63995
2020-07-07 13:33:00,1188.35,76190
2020-07-07 13:34:00,1188.24,67619
2020-07-07 13:35:00,1188.69,70537
2020-07-07 13:36:00,1189.08,49654
2020-07-07 13:37:00,1189.37,45984
2020-07-07 13:38:00,1190.12,52475
2020-07-07 13:39:00,1190.65,48818
2020-07-07 13:40:00,1191.15,56816
2020-07-07 13:41:00,1191.51,52331
2020-07-07 13:42:00,1192.37,79030
2020-07-07 13:43:00,1192.59,83326
2020-07-07 13:44:00,1193.0,42927
2020-07-07 13:45:00,1193.1,54586
2020-07-07 13:46:00,1193.35,63464
2020-07-07 13:47:00,1193.38,69192
2020-07-07 13:48:00,1193.7,58246
2020-07-07 13:49:00,1193.76,45825
2020-07-07 13:50:00,1193.98,58154
2020-07-07 13:51:00,1193.93,47683
2020-07-07 13:52:00,1193.77,59297
2020-07-07 13:53:00,1193.63,40985
2020-07-07 13:54:00,1193.85,50561
2020-07-07 13:55:00,1193.53,50112
2020-07-07 13:56:00,1193.37,57259
2020-07-07 13:57:00,1192.49,71232
2020-07-07 13:58:00,1192.04,59790
2020-07-07 13:59:00,1192.09,57611
2020-07-07 14:00:00,1191.9,61074
2020-07-07 14:01:00,1191.76,49649
2020-07-07 14:02:00,1192.1,49070
2020-07-07 14:03:00,1192.35,44613
2020-07-07 14:04:00,1192.33,40105
2020-07-07 14:05:00,1191.28,93998
2020-07-07 14:06:00,1190.63,69534
2020-07-07 14:07:00,1189.84,99258
2020-07-07 14:08:00,1188.35,92434
2020-07-07 14:09:00,1187.38,95845
2020-07-07 14:10:00,1186.78,79011
2020-07-07 14:11:00,1184.85,105662
2020-07-07 14:12:00,1184.62,116217
2020-07-07 14:13:00,1184.79,71327
2020-07-07 14:14:00,1185.07,61136
2020-07-07 14:15:00,1185.32,51865
2020-07-07 14:16:00,1185.83,56360
2020-07-07 14:17:00,1186.47,58919
2020-07-07 14:18:00,1186.59,51902
2020-07-07 14:19:00,1186.56,37078
2020-07-07 14:20:00,1186.55,43676
2020-07-07 14:21:00,1186.59,77181
2020-07-07 14:22:00,1187.31,49066
2020-07-07 14:23:00,1187.12,47252
2020-07-07 14:24:00,1186.87,41317
2020-07-07 14:25:00,1186.92,45076
2020-07-07 14:26:00,1187.07,45730
2020-07-07 14:27:00,1186.69,55846
2020-07-07 14:28:00,1186.83,53148
2020-07-07 14:29:00,1186.73,39666
2020-07-07 14:30:00,1186.92,40413
2020-07-07 14:31:00,1186.47,54179
2020-07-07 14:32:00,1187.01,57844
2020-07-07 14:33:00,1187.21,61380
2020-07-07 14:34:00,1187.26,79448
2020-07-07 14:35:00,1187.83,70102
2020-07-07 14:36:00,1187.86,64412
2020-07-07 14:37:00,1187.92,58827
2020-07-07 14:38:00,1187.98,48466
2020-07-07 14:39:00,1187.75,61337
2020-07-07 14:40:00,1187.84,57930
2020-07-07 14:41:00,1187.89,64723
2020-07-07 14:42:00,1187.92,57993
2020-07-07 14:43:00,1187.49,65912
2020-07-07 14:44:00,1187.06,68074
2020-07-07 14:45:00,1186.49,99458
2020-07-07 14:46:00,1185.91,75345
2020-07-07 14:47:00,1185.23,100480
2020-07-07 14:48:00,1184.72,96027
2020-07-07 14:49:00,1183.89,96431
2020-07-07 14:50:00,1183.3,81462
2020-07-07 14:51:00,1182.8,126437
2020-07-07 14:52:00,1181.96,127275
2020-07-07 14:53:00,1181.0,103458
2020-07-07 14:54:00,1180.85,115712
2020-07-07 14:55:00,1180.29,131130
2020-07-07 14:56:00,1179.21,176538
2020-07-07 14:57:00,1178.47,156324
2020-07-07 14:58:00,1178.43,4334
2020-07-07 14:59:00,1178.26,0
2020-07-07 15:00:00,1177.78,268527
