time,price,volume
2020-07-07 09:30:00,1525.26,147014
2020-07-07 09:31:00,1526.83,354927
2020-07-07 09:32:00,1527.49,263899
2020-07-07 09:33:00,1524.12,262788
2020-07-07 09:34:00,1521.71,203781
2020-07-07 09:35:00,1518.26,200527
2020-07-07 09:36:00,1517.37,199346
2020-07-07 09:37:00,1519.33,209206
2020-07-07 09:38:00,1520.61,143958
2020-07-07 09:39:00,1523.96,156779
2020-07-07 09:40:00,1525.61,153225
2020-07-07 09:41:00,1526.86,169752
2020-07-07 09:42:00,1523.83,185106
2020-07-07 09:43:00,1519.04,173024
2020-07-07 09:44:00,1511.94,205252
2020-07-07 09:45:00,1503.6,246159
2020-07-07 09:46:00,1499.2,187173
2020-07-07 09:47:00,1501.57,186905
2020-07-07 09:48:00,1506.37,115302
2020-07-07 09:49:00,1511.23,112670
2020-07-07 09:50:00,1511.29,105870
2020-07-07 09:51:00,1510.85,98955
2020-07-07 09:52:00,1511.77,91861
2020-07-07 09:53:00,1511.68,80941
2020-07-07 09:54:00,1512.29,81785
2020-07-07 09:55:00,1511.98,92194
2020-07-07 09:56:00,1512.91,89312
2020-07-07 09:57:00,1514.09,85362
2020-07-07 09:58:00,1515.42,82445
2020-07-07 09:59:00,1516.78,78332
2020-07-07 10:00:00,1518.04,76583
2020-07-07 10:01:00,1519.36,158250
2020-07-07 10:02:00,1522.14,269988
2020-07-07 10:03:00,1525.61,244315
2020-07-07 10:04:00,1526.93,174053
2020-07-07 10:05:00,1527.82,144659
2020-07-07 10:06:00,1528.95,94848
2020-07-07 10:07:00,1528.7,104900
2020-07-07 10:08:00,1527.81,83465
2020-07-07 10:09:00,1528.01,88950
2020-07-07 10:10:00,1528.12,68908
2020-07-07 10:11:00,1529.59,75212
2020-07-07 10:12:00,1529.2,77486
2020-07-07 10:13:00,1528.49,68243
2020-07-07 10:14:00,1527.75,67363
2020-07-07 10:15:00,1527.31,80540
2020-07-07 10:16:00,1527.67,57235
2020-07-07 10:17:00,1526.82,48010
2020-07-07 10:18:00,1525.35,49575
2020-07-07 10:19:00,1524.57,51316
2020-07-07 10:20:00,1525.6,62065
2020-07-07 10:21:00,1526.65,59898
2020-07-07 10:22:00,1528.41,64664
2020-07-07 10:23:00,1529.98,61965
2020-07-07 10:24:00,1530.65,56820
2020-07-07 10:25:00,1530.55,55965
2020-07-07 10:26:00,1529.78,85049
2020-07-07 10:27:00,1530.29,80854
2020-07-07 10:28:00,1530.83,76859
2020-07-07 10:29:00,1529.87,76160
2020-07-07 10:30:00,1528.65,64225
2020-07-07 10:31:00,1526.64,83396
2020-07-07 10:32:00,1524.6,73343
2020-07-07 10:33:00,1522.75,62192
2020-07-07 10:34:00,1522.12,74342
2020-07-07 10:35:00,1521.57,67999
2020-07-07 10:36:00,1522.01,63326
2020-07-07 10:37:00,1523.58,57997
2020-07-07 10:38:00,1524.97,63941
2020-07-07 10:39:00,1527.04,74558
2020-07-07 10:40:00,1527.61,52519
2020-07-07 10:41:00,1528.36,43945
2020-07-07 10:42:00,1529.19,41664
2020-07-07 10:43:00,1529.4,50858
2020-07-07 10:44:00,1529.11,45555
2020-07-07 10:45:00,1529.44,49081
2020-07-07 10:46:00,1530.5,51732
2020-07-07 10:47:00,1531.96,53792
2020-07-07 10:48:00,1531.84,49176
2020-07-07 10:49:00,1532.89,95092
2020-07-07 10:50:00,1534.16,78331
2020-07-07 10:51:00,1533.03,59280
2020-07-07 10:52:00,1534.12,66562
2020-07-07 10:53:00,1536.36,111251
2020-07-07 10:54:00,1539.09,93697
2020-07-07 10:55:00,1539.67,94466
2020-07-07 10:56:00,1541.43,99292
2020-07-07 10:57:00,1542.32,97441
2020-07-07 10:58:00,1543.56,75100
2020-07-07 10:59:00,1544.45,80466
2020-07-07 11:00:00,1546.12,105817
2020-07-07 11:01:00,1546.45,90170
2020-07-07 11:02:00,1547.0,62006
2020-07-07 11:03:00,1547.56,47544
2020-07-07 11:04:00,1546.89,53483
2020-07-07 11:05:00,1547.74,58709
2020-07-07 11:06:00,1548.52,39839
2020-07-07 11:07:00,1547.61,38751
2020-07-07 11:08:00,1548.4,50423
2020-07-07 11:09:00,1549.68,76987
2020-07-07 11:10:00,1550.34,50732
2020-07-07 11:11:00,1550.5,67823
2020-07-07 11:12:00,1550.88,60114
2020-07-07 11:13:00,1551.57,74750
2020-07-07 11:14:00,1552.6,48462
2020-07-07 11:15:00,1553.23,49235
2020-07-07 11:16:00,1553.57,47246
2020-07-07 11:17:00,1555.21,44963
2020-07-07 11:18:00,1555.24,41251
2020-07-07 11:19:00,1556.17,45233
2020-07-07 11:20:00,1555.19,42927
2020-07-07 11:21:00,1553.81,56137
2020-07-07 11:22:00,1553.99,35862
2020-07-07 11:23:00,1553.51,40398
2020-07-07 11:24:00,1552.5,41999
2020-07-07 11:25:00,1553.21,66458
2020-07-07 11:26:00,1554.59,190565
