time,price,volume
2020-07-07 09:30:00,1799.35,225340
2020-07-07 09:31:00,1805.47,607007
2020-07-07 09:32:00,1808.47,368987
2020-07-07 09:33:00,1807.25,343689
2020-07-07 09:34:00,1806.77,312285
2020-07-07 09:35:00,1802.85,343121
2020-07-07 09:36:00,1801.22,316850
2020-07-07 09:37:00,1804.92,282522
2020-07-07 09:38:00,1806.13,276797
2020-07-07 09:39:00,1808.19,267170
2020-07-07 09:40:00,1811.9,244001
2020-07-07 09:41:00,1811.4,265106
2020-07-07 09:42:00,1806.89,290089
2020-07-07 09:43:00,1801.26,280187
2020-07-07 09:44:00,1794.2,229499
2020-07-07 09:45:00,1787.08,273998
2020-07-07 09:46:00,1782.52,272212
2020-07-07 09:47:00,1786.02,273503
2020-07-07 09:48:00,1792.07,205354
2020-07-07 09:49:00,1796.74,197464
2020-07-07 09:50:00,1798.71,173352
2020-07-07 09:51:00,1798.1,160169
2020-07-07 09:52:00,1799.22,165333
2020-07-07 09:53:00,1801.59,176989
2020-07-07 09:54:00,1801.49,175287
2020-07-07 09:55:00,1802.96,180946
2020-07-07 09:56:00,1804.49,163134
2020-07-07 09:57:00,1807.14,185426
2020-07-07 09:58:00,1809.28,178304
2020-07-07 09:59:00,1811.67,142762
2020-07-07 10:00:00,1813.25,155899
2020-07-07 10:01:00,1813.23,179129
2020-07-07 10:02:00,1815.3,137486
2020-07-07 10:03:00,1818.33,160591
2020-07-07 10:04:00,1820.39,160045
2020-07-07 10:05:00,1821.47,148745
2020-07-07 10:06:00,1821.96,137023
2020-07-07 10:07:00,1821.9,117531
2020-07-07 10:08:00,1821.7,107919
2020-07-07 10:09:00,1823.25,142947
2020-07-07 10:10:00,1823.55,117501
2020-07-07 10:11:00,1824.58,137186
2020-07-07 10:12:00,1824.49,126666
2020-07-07 10:13:00,1823.97,150608
2020-07-07 10:14:00,1823.14,120215
2020-07-07 10:15:00,1824.85,120712
2020-07-07 10:16:00,1825.54,158358
2020-07-07 10:17:00,1826.66,151514
2020-07-07 10:18:00,1826.16,124486
2020-07-07 10:19:00,1825.42,124819
2020-07-07 10:20:00,1826.82,128040
2020-07-07 10:21:00,1830.17,135435
2020-07-07 10:22:00,1831.77,143144
2020-07-07 10:23:00,1832.57,114299
2020-07-07 10:24:00,1829.86,113931
2020-07-07 10:25:00,1828.0,113271
2020-07-07 10:26:00,1827.84,103594
2020-07-07 10:27:00,1827.31,92180
2020-07-07 10:28:00,1827.1,81389
2020-07-07 10:29:00,1825.45,97841
2020-07-07 10:30:00,1823.8,98556
2020-07-07 10:31:00,1820.93,108024
2020-07-07 10:32:00,1818.45,95401
2020-07-07 10:33:00,1816.99,126134
2020-07-07 10:34:00,1816.26,92304
2020-07-07 10:35:00,1815.65,98741
2020-07-07 10:36:00,1815.92,98186
2020-07-07 10:37:00,1818.06,85970
2020-07-07 10:38:00,1819.53,69015
2020-07-07 10:39:00,1821.34,75217
2020-07-07 10:40:00,1821.42,71332
